,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,篇名,作者,关键词,摘要
2890,2890,2890,2890,2890,2890,冬吃海参，为健康提“参”,张三,"海参,健康,《本草纲目拾遗》,日常饮食,药食同源,免疫力,抵抗力,温补,",冬季温补，健康担“参”海参自古被认为是滋补佳品。《本草纲目拾遗》中就记载：“海参，味甘咸，补肾，益精髓，摄小便，壮阳疗痿，其性温补，足敌人参，故名海参。”除了作为日常饮食的食材，中医讲求药食同源，海参也是一种优良的滋补食材。特别是到了冬季，人体阳气最弱，免疫力、抵抗力降低，此时吃点海参，能弥补体内阳气的不足。
2891,2891,2891,2891,2891,2891,"桑叶多妙用,经霜效更佳",金药,"游僧,本草崇原,养生保健,叶多,夷坚志,蜜炙,止汗,药食同源,主要产物,羸瘦,","桑叶是桑树的主要产物,约占地上部产量的%,且生命力很强,每年可摘~次。自古以来桑叶就是药食同源之物,有养生保健的作用,被民间称为＂神仙叶＂。桑叶也是常用的中药,中医称其为＂铁扇子＂,临床入药常生用或蜜炙用。"
2892,2892,2892,2892,2892,2892,种在土里的“黄金”——葛根,宋子欣,"药食同源,营养保健功效,品种介绍,土里,葛花,开胃消食,异黄酮类物质,豆科植物,国家卫生部,脾胃虚弱,","一、品种介绍葛根属豆科植物,俗称野葛,是传统的中药材之一,粗壮的长藤本可达米,全藤被黄色长硬毛,茎基部木质,有粗厚的块状根。花期—月,果期—月,秋、冬两季采挖块根。其常生长在山坡草丛中或路旁及较阴湿的地方或海拔-米的山沟林中,我国大部分地区有产。年国家卫生部正式批准葛根为“药食同源”植物。"
2893,2893,2893,2893,2893,2893,从＂逢黑必补＂到＂第八营养素＂新慨念,赖来展,"营养素,中国历史,诺贝尔奖,药食同源,习近平,",世纪末，获诺贝尔奖的大师们，在巴黎发表了一项著名宣言：“如果人类要在世纪继续生存，必须回望二千多年前，吸取中国的智慧。”中国历史悠久的药食同源养生理论博大精深，正如习近平主席最近指出的：
2894,2894,2894,2894,2894,2894,杨绛：每天吃一小碗黑木耳排骨汤,单守庆,"杨绛,排骨汤,长寿面,朋友圈,钱锺书,煮汤,药食同源,《围城》,邻居们,中医养生,","杨绛,是近些天刷爆朋友圈的一个名字。有人甚至不知道名字中＂绛（Jiàng）＂字的读音,也跟着转发、点赞,似乎对杨绛不表示点啥,都不好意思混圈儿。当然,事出有因,杨绛是极少数被尊为＂先生＂的女士。她年月日出生于无锡,年月日病逝于北京。在她岁的长寿之路上,"
2895,2895,2895,2895,2895,2895,“十三五”期间我省振兴人参产业重点抓好“六大工程”,丁晓云,"人参产业,产品原料,药食同源,生产技术规程,中国人参,带动功能,采伐迹地,央视一套,支柱产业,产业集群优势,","年以来,吉林省全面启动实施了人参产业振兴工程,采取了一系列措施,使人参产业出现了前所未有的发展局面,在标准化生产、精深加工、品牌战略、药食同源、科技兴参等方面取得了突出成效。全省规划建设了种模式的个人参标准化生产示范基地,推广普及标准化生产技术规程,全面开展测土栽参,"
2896,2896,2896,2896,2896,2896,"不时,不食","王艳,安利,段萌","食材,北京中医,黄帝内经,养生保健,孔圣人,医院副院长,药食同源,弱柳,生蚝,城中桃李,","<正>子曰:""不时,不食。""距今多年前的孔圣人,已经晓得顺应四季的食材才是最美味的饮食。其实,不止如此,应季食材不仪关乎口感,更与养生密切相关。成书于秦汉时期的《黄帝内经》上有很多关于食疗的阐述,在漫长的中医发展历史上,历代医家都非常重视食疗,药食同源与中医的发展是同步齐行的。北京中医医院副院长王国玮认为,食疗的首要原则,就是应该以应季的蔬菜水果为主,""应季蔬菜水果是大自然对人类的一种保护,对于食疗和养生保健,甚至一些疾病,都有很好的疗效。"""
2897,2897,2897,2897,2897,2897,体质不同饮食有别,王文汉,"食材,养生保健,健康养生,药食同源,选用药,药物作用,血脉瘀滞,精神内守,慢性肠炎,心阳虚,","《正》要想健康生活就要把住嘴。人们开始越来越关注养生保健,热衷于大师们讲的养生保健美食佳肴和那些药食同源的各种食材,并且模仿烹制。药食同源的食材,虽然说对人们健康养生有很大益处,但是,也应因人制宜,理性地、适度地、有相对性地选择,因为这些食材还具有药物作用。每种食材的性味不同,功效就不同,所以在选用中要根据自身的体质对症食用,比如以下不同的体质者,在选用药食就有所不同。"
2898,2898,2898,2898,2898,2898,"国药泰斗金世元:无药养生,健康一生",肖学利,"金世元,中华中医药学会,药养,金老,药食同源,中医界,特殊津贴,人类饮食,五谷为养,五菜,","被中医界尊为'国药泰斗'的金世元先生,是国家中医药管理局药材系统高级职称评委,中华中医药学会终身理事,享有国务院颁发的特殊津贴。金老大半生都和药材打交道,有两句话对他的健康起到了非常关键的作用:一句是'药食同源',另一句是'药补不如食补,食补不如动补'。所以,他从不提倡仅仅依靠药材养生。"
2899,2899,2899,2899,2899,2899,种葛根：顺藤摸根赚大钱,"高敏,朱文波","葛根,营养保健功效,《本草纲目》,豆科植物,药食同源,药用价值,中药材,阔叶林,","一、千年葛根走出深山,浑身是宝“钱”景广阔葛根属豆科植物,是传统的中药材之一。多长于山坡及沟谷的阔叶林内、林缘及杂灌丛间。葛根全身都是宝,其根、茎、叶、花均可入药,是我国卫生部批准的药食同源植物,既有药用价值,又有营养保健功效。据李时珍《本草纲目》载：葛根,气味甘、辛、平,无毒。生根捣汁饮、蒸食,干片泡饮,作粉尤妙,止渴,利大小便,解酒,去烦热……"
2900,2900,2900,2900,2900,2900,出深山、上太空的“临川虎奶菇”——访江西金山食用菌专业合作社理事长方金山,"唐甜,方金山","技术能手,《千金要方》,菌核侧耳,人工驯化,药食同源,典籍记载,虎奶菇,神舟十号,","方金山,江西金山食用菌专业合作社理事长,一位拥有三十多年食用菌种植经验的技术能手。年曾登上本刊《农百访谈》栏目介绍食用菌种植技术及致富经验。今天,本刊记者再次与方金山对话,不为别的,只为他从深山中带出来的那个""土宝贝""——虎奶菇。虎奶菇,又名菌核侧耳,是一种很好的""药食同源""真菌。据《本草纲目》《千金要方》等有关典籍记载,它具有治疗胃病、感冒、哮喘、高血压等疾病的功效。过去,由于虎奶菇对生长条件要求苛刻,因此人们一直没有选育出可供人工栽培的菌种,虽然曾有专家选育出一些菌株,但人工栽培后产量十分低,继而失去了生产价值。经过八年的科学攻关,方金山终于将这个藏在深山中的宝贝带到了人们面前。年,临川虎奶菇还被江西省农业科学院选送到了神舟十号载人飞船进行科学实验。究竟这个从深山一跃登上太空的食用菌新品种是如何被人工驯化的?其栽培技术要点又有哪些?市场前景如何?敬请关注。"
2901,2901,2901,2901,2901,2901,非医保下的非药出路,"杨剑英,姜志敏,赵安琪","医保定点药店,药品销售,医疗器械,保健食品,中药饮片,药食同源,","年第四季度开始,受医保限刷政策影响,药店的非药品销售遭遇史上最大打击。根据《中国药店》近期的终端透视数据,全国近%的药店非药销售下滑,其中近%的药店非药销售下滑幅度超过%。刷卡受限的同时,多地区医保定点药店被严令下架非药品类,或者大大缩减非药品的种类及陈列面积。非药品类中,受影响最大的是曰用品、非械字号的医疗器械,其次是妆字号产品,第三是各类保健食品,影响最小的是药食同源的中药饮片。"
2902,2902,2902,2902,2902,2902,"红豆薏仁祛湿,并非人人适合",王海颖,"祛湿,薏仁,红豆,药食两用,梅雨季节,药食同源,四气五味,食物,","梅雨季节的到来令很多朋友感到胸闷不适、恶心纳差,有些人会自制“祛湿药膳”来改善症状。那么,具有祛湿功效的药食两用食材有哪些?是否适合所有人食用呢?很多食物发挥着药食两用的作用。“药食同源”是古人在发现食物和药物中总结的智慧。唐代大医家孙思邈说:“用之充饥则谓之食,以其疗病则谓之药。”这类食物和药物一样具有偏性、四气五味,除了提供基本的营养外,还具有治疗功效。"
2903,2903,2903,2903,2903,2903,立春时节话“五辛”:葱、蒜、韭、姜、芥,"侯喜林,","葱,姜,增进食欲,药食同源,药用价值,苏东坡,蔬菜,春日,","在我国,立春之日吃春饼的习俗由来已久。晋代时,已经有了春饼的雏形,最初被叫作“五辛盘”。周处《风土记》中记载:“元日造五辛盘。五辛所以发五脏气,即葱、蒜、韭菜、芸薹、胡荽是也。”后逐渐演变为立春之日食用,名字也变成了“春盘”。唐代诗人杜甫在诗作《立春》中描述的就是立春之日人们互赠春盘的热闹景象:“春日春盘细生菜,忽忆两京全盛时。盘出高门行白玉,菜传纤手送青丝。”宋代文豪苏东坡在立春时节与友人踏青游山,“雪沫乳花浮午盏,蓼茸蒿笋试春盘”,于是便有了脍炙人口的《浣溪沙·细雨斜风作晓寒》。最末一句“人间有味是清欢”颇富哲理,被后世传颂至今。从宋到明清,吃春饼之风日盛,且有了皇帝在立春时节向百官赏赐春盘、春饼的记载,明代《燕都游览志》载:“凡立春日,于午门赐百官春饼。”至于春饼里的内容,也是不断变化的,例如明代民间常以葱、蒜、韭、姜、芥丝等寻常蔬菜制作春饼,这类蔬菜能增进食欲。在讲究“药食同源”的中国,很多辛味蔬菜还有药用价值。"
2904,2904,2904,2904,2904,2904,"TheProtectiveEffectofJiujiuguiyi,aMedicineandFoodHomologousFormula,onAcuteAlcoholPoisoningMice","Yang-FanZhou,,,Tian-ZeZhang,,,Si-QiDeng,,,MengZhang,,,Yu-JiaoZhan,,,Yi-FangLi,,,Rong-RongHe,,","九酒归一,急性酒精中毒小鼠,药食同源,行为学检测,","急性酒精中毒已成为当代中国的第三大社会问题,而目前市面上的主流解酒产品主要是单一机制,通过提高与酒精代谢有关的酶活性来加速酒精代谢。因此,我们研发了一款可以同时做到保肝、减缓中枢异常兴奋、改善肌肉松弛的新型解酒配方——九酒归一。方法:给予.ml/g%乙醇灌胃,建立小鼠急性酒精中毒模型。连续天给予九酒归一灌胃。接着,将小鼠随机分成组,每组只,分别为对照组(CON)、模型组(M)、海王金樽阳性对照组(HWJZ)、实验组(AL,AH,BL,BH,AB)。检测各组小鼠的步态、转棒爬行时间、肝脏和血清中的AST、ALT、SOD活性、血清中的MDA活性、肝脏中的ADH、ALDH、GSH-PX活性以及肝脏切片。结果:与模型组相比,九酒归一使肝脏和血清中的AST、ALT活性、血清中的MDA活性明显降低,同时使肝脏中的ADH、ALDH以及肝脏和血清中的SOD活性明显升高,显示肝脏代谢酒精能力增强、肝损伤降低。HE染色同样证明了九酒归一可以减少干细胞损伤,并且先药后酒组效果更好。而且,九酒归一明显延长了急性酒精中毒小鼠的转棒爬行时间,改善了急性酒精中毒小鼠的步态。结论:本研究证明,九酒归一可以有效保肝、减缓中枢异常兴奋、改善肌肉松弛。其作用机制主要是调节酒精代谢酶和抗氧化酶活性."
2905,2905,2905,2905,2905,2905,全谷物杂粮功能食品研究与生产技术探讨,"刘冰,刘庆全,刘翠兰","功能食品,天然绿色食品,营养食品,膳食结构,谷物杂粮,药食同源,现代文明病,五谷杂粮,","随着人民生活水平不断提高,膳食结构也随之发生了变化,“现代文明病”明显增加,人们对保健食品、营养食品、食疗食补食品、天然绿色食品越来越青睐。一、全谷物杂粮功能食品研究的意义中医有“药食同源”的说法,五谷杂粮的药性既可以用来防治疾病,又经济实用,更是我国卫生部颁布的既是食品又是药品的资源,所以在消费者中具有良好的认可度。"
2906,2906,2906,2906,2906,2906,与古人共品的苏州野菜,张三,"食用野菜,古人,苏州,《本草纲目》,诗词歌赋,《诗经》,理论根据,药食同源,","纵使岁月悠长,野菜并不减清香。与古人品同一种滋味,我们可以在诗词歌赋里找到许多印证。曾有人做过粗略的统计,在《诗经》篇中提到的可食用野菜多达篇种,不起眼的野菜还占据了唐诗宋词的好多角落!《本草纲目》更是对每种野菜都有论述,是中医“药食同源”的理论根据。"
2907,2907,2907,2907,2907,2907,陕西蜂产业发展现状与对策,"卜莉,刘强,吕焕明,拜雏波,郭伟,袁凯","转地放蜂,蜜源植物,洋槐蜜,蜂业,蜂产品,山泉水,药食同源,生态环境,","一、陕西蜂产业发展现状.优越的地理位置、得天独厚的蜂业资源陕西是中国天然蜜库,自北向南纵贯三大气候带,地形地貌复杂多样,地理位置得天独厚,植物种类繁多,蜜源植物逾千种,花期长达个月,可谓“一年四季,三季有花”。秦岭地区和陕北高原是中国最大的天然蜜库。全国转地放蜂路线有三条,陕西境内就有两条。其中,陕西所处的西线放蜂路线是蜜源资源最丰富、蜂产品质量最优的路线。陕西不仅蜜源充足,而且受益于良好的生态环境,蜜源质量一流。从而使陕西蜂产品品质极高,特别是我省盛产的洋槐蜜。民间形象地称“蜜蜂采的是中草药,喝的是山泉水,生产的蜂蜜药食同源,同功同效。”"
2908,2908,2908,2908,2908,2908,下得了厨房的＂上品＂中药,佟彤,"中药,厨房,补益作用,毒副作用,药食同源,餐桌,",中药分上、中、下品，其中的上品就是我们说的好药，这个“好”是指药物的性质。堪称上品的药大多有补益作用而又作用和缓，可以长期服用，没有毒副作用。也因此，上品的中药最适合作为药食同源之品下到厨房，走上餐桌。
2909,2909,2909,2909,2909,2909,沐浴“双创”阳光安图蒲公英产业绽放,"樊俊,","蒲公英,产业,金黄色葡萄球菌,阳光,沐浴,《本草纲目》,溶血性链球菌,药食同源,","蒲公英是一种药食同源的草本植物。近年来,蒲公英因其有去火、消火等功效,受到人们的喜爱。坐落于长白山脚下的安图县因其得天独厚的自然环境,为蒲公英生长提供了良好的土壤。近年来,安图县的蒲公英产业因科技元素的注入,愈发焕发出生机与活力。说起蒲公英,一般人都会联想到包裹种子的白色绒球,以及风吹过后漫天飞舞的“白色降落伞”。花期过后,蒲公英便失去了“浪漫”的丰采,混迹于路边的野草当中,等待秋霜冬雪。然而,在吉林省延边州安图县,蒲公英的“造富”工程此时才刚刚开始。我国传统中医药理论有“药食同源”一说,在《本草纲目》和历代医药大典中都可以看到蒲公英的身影,其清热解毒、消炎、健胃、利尿等功能在医疗实践中得到验证。作为外敷用料,对黄疸、肝功能失调引起的皮肤病也有一定疗效,其煎剂对金黄色葡萄球菌、溶血性链球菌有很强的杀菌作用。"
2910,2910,2910,2910,2910,2910,阳荷高产栽培技术,"刘嫒萍,杨邦贵,李红丽,田瑞华,向玉蓉","高产栽培技术,阳荷,抗逆性强,药食同源,乡土特色,规模种植,西南山区,农民增收,","阳荷是一种野生紫色蔬菜,具有抗逆性强、适应性广、药食同源等特性。近年来,随着＂原生态＂＂绿色＂＂纯天然＂等理念兴起,具有浓厚乡土特色的阳荷被人们誉为＂山珍＂美食,被称奉为＂亚洲人参＂,在鄂西南山区得到规模种植,成为农民增收的途径。"
2911,2911,2911,2911,2911,2911,寻味日常——传承年宗家酱味的尹景男,"郑在淑,安洪范(图),李然(译)","酱汤,传承,自然和谐,药食同源,高蛋白,韩国人,泡菜,油腻,",韩餐的主要特点为高蛋白，多蔬菜，喜清淡，忌油腻。韩国人崇尚自然和谐，主张药食同源，无论是古代宫廷宴会上的九节板、神仙炉，还是民间日常料理中的泡菜、酱汤，都深刻地体现了这一点。而泡菜，无疑是外国人眼中韩餐的代表之作。
2912,2912,2912,2912,2912,2912,夏天这样吃姜保健康,万晓青,"生姜,《神农本草经》,《伤寒杂病论》,夏天,健康,药食同源,发散风寒,","俗语说,＂冬吃萝卜夏吃姜,不劳医生开药方＂。正值盛夏,又到了最适合吃姜的季节。生姜药食同源,是一味发散风寒、温胃止呕的好药材,《神农本草经》里就有姜的相关记载,《伤寒杂病论》更是对它的功效详加阐述和运用。生姜作为厨房里的常用佐料,夏季有它特殊的作用。"
2913,2913,2913,2913,2913,2913,山药——药食两用的佼佼者,兰晓雁,"平民药,食材,保健价值,含钙量,中所,药食同源,食疗佳品,黏液蛋白,大便燥结,抗性淀粉,","在我们的餐桌上,集药、食于一体的食材不少,山药堪称佼佼者之一。尤为可贵的是山药来源丰富、价格低廉,是一款名副其实的平民药食两用之品。"
2914,2914,2914,2914,2914,2914,传统中药材正在排队申报新食品原料,牛庆,"食品原料,中药材,申报,排队,传统,药食同源,普通食品,保健意识,",目的，中药材作为普通食品必须存在于“药食同源”目录中或者申请成为新食品原料。随着人们保健意识的增强，“药食同源”目录中的原料已不能满足日益发展的健康市场，一些企业将目光瞄准了中药材，希望将其加入普通食品中，以增加卖点，提高附加值。
2915,2915,2915,2915,2915,2915,养生喝杯茶，中医教你搭,张秋霞,"广州中医药大学第一附属医院,养生茶,保健功效,养生保健,药食同源,主任医师,中药药方,针灸科,",不少钟爱养生的人聚会喜欢选择茶楼。养生茶盛行的今天，对于中医茶道的了解，事实上茶与养生有着千丝万缕的关系，特别是在可让我们更清楚地知道自己需要哪种茶。除了传统的乌龙、红茶、绿茶、普洱等，近年装很多中医养生茶也颇受欢迎。凡是以药食同源的原料制成以达到养生保健为目的的茶，都统称为养生茶。广州中医药大学第一附属医院针灸科主任医师陈兴华介绍，养生茶与普通茶的不同之处，在于更侧重于茶的养生保健功效。虽然大部分养生茶是以茶之形，但可发挥药的功效，可以说是简单的中药药方茶。
2916,2916,2916,2916,2916,2916,“药食同源”话鱼腥草,程磊,"鱼腥草素,“药食同源”,毛细血管脆性,利尿通淋,挥发油成分,清热解毒,消痈排脓,抗菌作用,",中医认为，鱼腥草性寒、味辛，归肺经，有清热解毒、消痈排脓、利尿通淋的功效。鱼腥草含有鱼腥草素、月桂醛等挥发油成分，具有一定的抗菌作用。其所含的槲苷具有扩张血管的作用，能有效扩张肾血管，同时所含钾盐有利尿的作用。鱼腥草还能改善毛细血管脆性，促进组织再生，有镇痛、止血、止咳的功效。
2917,2917,2917,2917,2917,2917,从“药食同源”角度谈松花粉的价值,孙晓晴,"药食同源,松花粉,价值,","松花粉的食用历史有五千年,有文字记载年,从东汉的第一部药典《神农本草经》到《新修本草》,一直到年的《中华大药典》等三十七部药典都记载了松花粉是药食同源的上品."
2918,2918,2918,2918,2918,2918,文化典籍中对“药食同源”的记载,张三,"文化典籍,同源,记载,分界线,食物,",“药食同源”是说中药与食物是同时起源的，许多食物即药物，它们之间并无绝对的分界线。
2919,2919,2919,2919,2919,2919,李时珍“药食同源”养生法,林岚子,"药食同源,养生法,食疗作用,色香味,比例搭配,药粥,红薯粥,养生方法,养生保健,食养,","《正》李时珍的养生学说博大精深,药膳养生是其精华所在。药膳,简而言之就是把食物与药物按一定的比例搭配在一起,经过烹饪加工制成的一种具有食疗作用的色香味俱全的特殊菜肴。通常以蔬菜、肉类、蛋类、乳类及水产品等为主要原料,配以适当的药物。这是中医'药食同源''医养同理'的理论产物。"
2920,2920,2920,2920,2920,2920,药食同源黑色食品——乌骨鸡食疔配方与加工,张三,"黑色食品,乌骨鸡,药食同源,加工,配方,食疗价值,理事长,乌鸡,",世纪初，中华黑色食品协会理事长赖来展对黑毛乌骨鸡与白毛乌鸡的营养进引对比研究发现前者更优于后者，他认为黑毛乌骨鸡是我国黑色食品特有资源，具有更高的药用和食疗价值。
2921,2921,2921,2921,2921,2921,诺金集团：药食同源科技先导,李乐怡,"生物科技,药食同源,《黄帝内经》,金,微循环障碍,机能性,疾病,",微循环障碍，是众多疾病的源头。中国诺金国际生物科技集团的专家们秉承《黄帝内经》所述，“有生就有克”的姚律，他们相信，人世间既然有了机能性疾病，
2922,2922,2922,2922,2922,2922,入参药食同源迎来发展新契机,孙静,"药食同源,新资源食品,人工种植,人参,日平均,卫生部,松,",抚松人参市场水参大量上市，水参每日平均走动量在吨左右，水参价格也较去年有所上涨，每斤水参上涨～元，水参根据其个子的大小售价在～元／公斤不等。近期卫生部发布：人参（人工种植）为新资源食品，加之正值人参产新，人参后世行情的变动，牵动着较多药商的心!
2923,2923,2923,2923,2923,2923,药食同源：疾病的进化生态学起源与食物、中药和人（动物）之间的进化生态学作用及机制,冯前进,"生态学,食物,药食同源,动物,进化,疾病,中药,药理作用,",之前，我们已经提出并初步讨论了生态营养学（ecologicalnutrlology）和生态药理学（ecologicalphanmacology）的问题。生态营养学和生态药理学是两个全新的概念和研究领域，该领域的研究能够帮助我们理解诸如“为什么有些植物或动物可作为食物产生营养作用或作为药物产生药理作用而有的却不能”这样一些非常重要的问题，也能引导人类更加合理和有效地选择食物和药物，或者用完全与传统不同的方式和方法发现新的食物和药物，不仅用以保证自身的健康，且也有利于维持物种间的自然关系及其生态位平衡。
2924,2924,2924,2924,2924,2924,鱼腥草药食同源的消夏美食,黄赞科,"鱼腥草,药食同源,美食,消夏,","＂十九年间胆厌尝,盘馐野味当含香。春风又长新芽甲,好撷青青荐越王。＂这是一首王十朋的《咏蕺》诗。诗中咏的蕺菜,就是中药中的鱼腥草。在这个典故里,不但述出越王勾践发奋图强的事迹,"
2925,2925,2925,2925,2925,2925,药食同源话莲藕,颜士州,,"我国民间素有""荷莲一身宝,秋藕最补人""一说。经常食藕,能起到清热凉血、健脾开胃、润燥止渴的作用。同时,莲藕味甘、性寒,具有清热解毒、生津止泻、益血补髓等作用,而藕易于消化,适宜老少滋补。毫无疑问,莲藕成了秋令时节的大众餐桌上的一道家常菜。营养功效健脾开胃莲藕含有丰富的蛋白质、脂肪以及钙、磷、铁等微量元"
2926,2926,2926,2926,2926,2926,养生蔬菜汤——药食同源，保健养生,张三,"“药食同源”,保健养生,蔬菜汤,祖国医学,胃肠溃疡,中药材,白萝卜,萝卜叶,",祖国医学“药食同源”理论认为，许多食材既是佳肴，又是药物，能够起到和中药材一样的防治疾病作用。养生蔬菜汤采用白萝卜、萝卜叶、胡萝卜、香菇和牛蒡五种食材，取其精华制成，可改善失眠、胃肠溃疡、“三高”、便秘、肌肤干燥等症状，并对癌症的预防、康复大有裨益。
2927,2927,2927,2927,2927,2927,养生蔬菜汤-药食同源，保健养生,张三,"“药食同源”,保健养生,蔬菜汤,祖国医学,胃肠溃疡,中药材,白萝卜,萝卜叶,",祖国医学“药食同源”理论认为，许多食材既是佳肴，又是药物，能够起到和中药材一样的防治疾病作用。养生蔬菜汤，采用白萝卜、萝卜叶、胡萝卜、香菇和牛蒡五种食材，取其精华制成，可改善失眠、胃肠溃疡、“三高”、便秘、肌肤干燥等症状，并对癌症的预防、康复大有裨益。
2928,2928,2928,2928,2928,2928,药食同源话百合,丁贵平,"药食同源植物,百合,碳水化合物,维生素B族,维生素C,美容养颜,蛋白质,矿物质,",百合为药食同源植物，中医已使用了多年。百合的营养非常丰富，含有蛋白质、脂肪、碳水化合物、维生素B族、维生素C、烟酸及多种矿物质，钾、锌、磷含量突出，对人体进补、治疗、美容养颜十分有益。
2929,2929,2929,2929,2929,2929,药食同源猴头菇,陈坚,"猴头菇,药食同源,食用菌类,营养丰富,黑龙江,",猴头菇是一种肉嫩味美、营养丰富的珍稀食用菌类。主要产于我国黑龙江、吉林、辽宁、四川、贵州、山西、河北、湖北等地。自古以来它就是有名的庖厨之珍，民间素有“山珍吃猴头，海味食燕窝”的说法。
2930,2930,2930,2930,2930,2930,人参“药食同源”试点,奇言,"药食同源,人参,即食品,发达国家,食品消费,加工原料,分界线,加拿大,",所谓“药食同源”，是指许多药物即食品，它们之间并无绝对的分界线。人参自古以来就是“药食同源”值物．从国际上看，美国、加拿大、日本等发达国家都把人参作为食品应用。世界另外一个人参大国韩国．其自产的人参％以上是作为食品消费的，从中国进口的人参初加工原料也是作为开发食品使用的，其开发人参食品有十几大类数百种，包恬饮料、饼干、糖、茶、果酱、方便面等。
2931,2931,2931,2931,2931,2931,卫生部拟将夏枯草纳入“药食同源”目录,张三,"药食同源,夏枯草,卫生部,目录,原料使用,茶饮料,凉茶,蛋,",卫生部监督局日前发出征求意见函，拟批准夏枯草、布渣叶、蛋花可以作为凉茶饮料原料使用。征求意见截至月日。而以上三种植物，正是去年沸沸扬扬“王老吉添加门”事件中的主角。业界认为，将夏枯草等凉茶常用成分纳入药食同源目录，不仅能平息质疑，而且有助凉茶行业打开更大局面。
2932,2932,2932,2932,2932,2932,药食同源的阿胶,张三,"阿胶,同源,胶原蛋白,李时珍,保健品,氨基酸,人体,",阿胶，因为原产于东阿而得名。明代李时珍将阿胶列为上品，视为一种圣药。阿胶是用驴皮经过煎煮浓缩制成的一种固体胶，它并不只是一味药品，而且还是一种保健品，由于其中含有人体所必需的种氨基酸和胶原蛋白，因此能补充人体胶原蛋白的流失，增强皮肤的弹性，起到补血、美容养颜的作用：
2933,2933,2933,2933,2933,2933,"药食同餐,不仅是抗疫",屈一平,"健康养生,药食同源,中医药,砒霜,中药,","年新冠肺炎疫情发生后,人们对健康养生愈加重视。当食材遇到中医药,药食一起走向餐桌,药食同源的食疗理念已经被越来越多的人认可。“中药中有很多‘无毒’中药,我们称之为‘药食同源中药’,它们既有药性,能抗御疾病,又是食物,可长期服用。比如红枣,它和砒霜都是中药,但是它和砒霜在应用上却不同。”"
2934,2934,2934,2934,2934,2934,近红外光谱技术在中药质量检测中的应用,"陈依晴,,孙发哲","近红外光谱技术,药食同源,中药质量,","在年末爆发的新型冠状病毒流感中,中药发挥了不可小觑的作用,得到医药界更多的关注。但中药还存在一些质量检测方面的问题,阻碍中药的进一步发展。本文阐述近红外光谱技术在解决中药产地溯源、真伪鉴别、质量控制以及辅料生产过程实时监测等方面的应用,有利于中药质量检测的现代化。"
2935,2935,2935,2935,2935,2935,认识身边的中药——白芷,"蒋桂华,雷雨恬","感冒头痛,香白芷,辛温解表,药食同源,化妆品领域,王守义,十三香,","在大家熟悉的“王守义十三香”中,白芷就是其中一“香”,又名“香白芷”。既能辛温解表,是治疗感冒头痛的药物,也是药食同源之品。同时,因为有美白之功,在化妆品领域也作为重要原料而广泛应用。屈原在《离骚》中有“扈江离与辟芷兮,纫秋兰以为佩”。这里的“芷”就是白芷。可见,早在多年前,古人就将白芷作为香料,制成香囊来使用了。"
2936,2936,2936,2936,2936,2936,最具年“气”的药膳年夜饭,艾伦,"药食同源,补气,李时珍,新气象,","咱们中国人描述春节有个很贴切的词:年味儿,过年要有味道。今年过年我们不仅要有年味儿,还要有年气儿!要精神气,好运气,好福气,新年新气象,一团和气……不管是曾经霸气的还是秀气的你,那气量、气概、气魄、气质,一身之气都要补起来,在这年夜饭里一气呵成!说到补气,那就不能缺了一味药食同源的良材,李时珍说它是“补药之长老”,有“补气诸药之最”的美誉,味甘性温,补气而不腻,悠然而绵长……它是谁呢?"
2937,2937,2937,2937,2937,2937,食疗养生文化探究,张陶陶,"食疗,养生文化,中医,药食同源,","中国关于养生文化历史悠久,除了坚实的医学理论,在几千年的实践中更出现了具有中国特色的食疗文化。“食疗”一词最早出现于孙思邈的《千金要方》,《黄帝内经》中也有“食养”的概念。本文通过对食疗养生文化的起源进行探讨,更好的了解这一中国传统文化。"
2938,2938,2938,2938,2938,2938,食物治病:《食疗本草》,王家葵,"《食疗本草》,保健养生,药食同源,农耕时代,食物,","""药食同源""为保健养生家津津乐道,却很少有人去追问,药物与食物在其发生发展过程中,究竟是怎样一种关系。药食关系与食物疗病农耕时代以前,食物主要通过采捕获得,渔猎需要体力,采集更需要智慧."
2939,2939,2939,2939,2939,2939,药食同源类药物在养禽中的应用,丁勇,"养禽业,应用,药食同源,药物,畜牧兽医工作,微量元素,微生物含量,高锌蛋,",随着人们生活水平的提高，食疗保健越来越重视，出现了含不同药物或微量元素微生物含量高的肉、蛋（如高锌蛋、高钙蛋等），充分利用现有资源。善于应用一些保健型、绿色、安全的中草药食物药材、微量元素、维生素添加应用于鸡的疫病防治及促进增长与肉质，为现代养禽业创新发展提供了一种新兴思路，为养殖户、场与畜牧兽医工作提供了一种可行高效的养殖禽类技术。
2940,2940,2940,2940,2940,2940,玩转药食同源——药食同源品类的身份信息,"赵安琪,黄俊龙,胡君鸿","药食同源,信息,营销模式,地域特点,中药品,","药食同源品类,在药店中有几种不同的叫法,例如养生中药品类、中药花茶品类等.迥异于中西成药的营销模式、鲜明的地域特点、相对可观的毛利空间,使得这一品类一直以来都备受关注."
